Round,EnergyUsed,AliveNodes
1,0.11430860054151612,50
2,0.11430860054151612,50
3,0.11430860054151612,50
4,0.11430860054151612,50
5,0.11430860054151612,50
6,0.11430860054151612,50
7,0.11430860054151612,50
8,0.11430860054151612,50
9,0.11430860054151612,50
10,0.11430860054151612,50
11,0.11430860054151612,50
12,0.11430860054151612,50
13,0.11430860054151612,50
14,0.11430860054151612,50
15,0.11430860054151612,50
16,0.11430860054151612,50
17,0.11430860054151612,50
18,0.11430860054151612,50
19,0.11430860054151612,50
20,0.11430860054151612,50
21,0.11430860054151612,50
22,0.11430860054151612,50
23,0.11430860054151612,50
24,0.11430860054151612,50
25,0.11430860054151612,50
26,0.11430860054151612,50
27,0.11430860054151612,50
28,0.11430860054151612,50
29,0.11430860054151612,50
30,0.11430860054151612,50
31,0.11430860054151612,50
32,0.11430860054151612,50
33,0.11430860054151612,50
34,0.11430860054151612,50
35,0.11430860054151612,50
36,0.11430860054151612,50
37,0.11430860054151612,50
38,0.11430860054151612,50
39,0.11430860054151612,50
40,0.11430860054151612,50
41,0.11430860054151612,50
42,0.11430860054151612,50
43,0.11430860054151612,50
44,0.11430860054151612,50
45,0.11430860054151612,50
46,0.11430860054151612,50
47,0.11430860054151612,50
48,0.11430860054151612,50
49,0.11430860054151612,50
50,0.11430860054151612,50
51,0.11430860054151612,50
52,0.11430860054151612,50
53,0.11430860054151612,50
54,0.11430860054151612,50
55,0.11430860054151612,50
56,0.11430860054151612,50
57,0.11430860054151612,50
58,0.11430860054151612,50
59,0.11430860054151612,50
60,0.11430860054151612,50
61,0.11430860054151612,50
62,0.11430860054151612,50
63,0.11430860054151612,50
64,0.11430860054151612,50
65,0.11430860054151612,50
66,0.11430860054151612,50
67,0.11430860054151612,50
68,0.11430860054151612,50
69,0.11430860054151612,50
70,0.11430860054151612,50
71,0.11430860054151612,50
72,0.11430860054151612,50
73,0.11430860054151612,50
74,0.11430860054151612,50
75,0.11430860054151612,50
76,0.11430860054151612,50
77,0.11430860054151612,50
78,0.11430860054151612,50
79,0.11430860054151612,50
80,0.11430860054151612,50
81,0.11430860054151612,50
82,0.11430860054151612,50
83,0.11430860054151612,50
84,0.11430860054151612,50
85,0.11430860054151612,50
86,0.11430860054151612,50
87,0.11430860054151612,50
88,0.11430860054151612,50
89,0.11430860054151612,50
90,0.11430860054151612,50
91,0.11430860054151612,50
92,0.11430860054151612,50
93,0.11430860054151612,50
94,0.11430860054151612,50
95,0.11430860054151612,50
96,0.11430860054151612,50
97,0.11430860054151612,50
98,0.11430860054151612,50
99,0.11430860054151612,50
100,0.11430860054151612,50
